X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-117.904330637863,33.9930695985922,3636,Request Completed,08/08/25,Immediate Action,2025/08/05 17:21:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 7/25/25.",1,SPA 3,City of Industry,yes,2,,yes,35,2025/08/08 19:00:00+00,f8149c1d-df5d-49bc-87cb-2d01fb2c9f07
-117.980370031151,33.9278111063301,3637,Request Completed,11/20/25,Immediate Action,2025/08/05 17:37:00+00,"16401 Richvale Drive, Whittier, CA, 90604",Between 16351Lambert Rd. and 16401 Richvale Dr.,4,SPA 7,Unincorporated - East La Mirada,no,6,2025/11/20 16:00:00+00,yes,5,2025/11/20 20:00:00+00,7894fbfb-fe40-4d80-84d3-0ea49d95d76e
-118.111335163972,33.9170293854117,3638,Request Completed,08/19/25,Immediate Action,2025/08/05 17:54:00+00,San Gabriel River between Imperial Hwy and 91 fwy.,San Gabriel River between Imperial Hwy. and 91 fwy.,4,SPA 7,City of Downey,no,50,,prev_approved_activity_not_required,,2025/08/19 19:00:00+00,a9db5b91-d2f6-4266-8d06-abacf3a8ad18
-118.010955844701,34.0998236265021,3639,Request Completed,08/13/25,Immediate Action,2025/08/05 21:00:00+00,"5401 Peck Road, Arcadia, CA, 91006","*Repeat Maintenance Cleanup* Various Encampments in continuous outreach areas: Peck Park Spreading Grounds, Santa Anita Wash - Live Oak Ave to Peck Park SG. Rio Hondo - 10 Fwy to Peck SG. Arcadia Wash - Lower Azusa. Previously cleaned up on 07/15/25-07/16/25.",5,SPA 3,City of Arcadia,yes,4,,yes,58,2025/08/13 19:00:00+00,6f10fe19-905f-4426-87f9-1a718989b5bc
-118.104520361468,33.8655977637437,3640,Request Completed,08/19/25,Full Encampment Protocol,2025/08/05 21:03:00+00,"18302 San Gabriel Avenue, Cerritos, CA, 90703",At San Gabriel River under 183rd St Bridge in Cerritos Ca.,4,SPA 7,City of Cerritos,no,6,,prev_approved_activity_not_required,,2025/08/19 19:00:00+00,c9e40bc7-dc58-4af1-850e-9d01bfb613ed
-118.395034786427,34.1509722103904,3641,Request Completed,08/11/25,Immediate Action,2025/08/06 21:22:00+00,"Moorpark St, Sherman Oaks, CA",PEH on right of way right bank adjacent to Moorpark Park.,5,SPA 2,Los Angeles - Studio City,yes,3,2025/08/11 15:00:00+00,yes,6,2025/08/11 19:00:00+00,99a94cbe-14de-4265-bede-30d49b346657
-118.274068879058,33.9177714614467,3642,Request Completed,10/30/25,Non-Displacement,2025/08/07 17:24:00+00,"112637 South Main St, Los Angeles, CA, 90061","12637 S Main St, cross street 127th St. ",2,SPA 6,Unincorporated - Athens Village,yes,2,2025/10/28 15:00:00+00,yes,5,2025/10/30 19:00:00+00,9e53849c-7399-404f-ad8b-7194a10f4273
-118.2548082714,33.9199369680412,3644,Request Completed,10/09/25,Non-Displacement,2025/08/07 18:04:00+00,"12319 South Central Avenue, Los Angeles, CA, 90059",PEH across 12319 S Central Ave,2,SPA 6,Unincorporated - Willowbrook,yes,1,2025/10/29 15:00:00+00,prev_approved_activity_not_required,0,2025/10/09 19:00:00+00,943d4368-37a2-4913-b10d-7e6c8554a7b2
-118.274858040108,33.8951488990726,3645,Request Completed,10/30/25,Non-Displacement,2025/08/07 20:22:00+00,"15024 Staff Court, Gardena, CA, 90248","15024 Staff Ct, PEH on Compton Blv from San Pedro St to Main St.",2,SPA 6,Unincorporated - Rosewood/East Gardena,no,50,2025/10/28 15:00:00+00,yes,460,2025/10/30 19:00:00+00,bf104e5a-f782-4919-bcdb-fcdcd3777755
-118.279446834433,33.9123332306632,3646,Request Completed,10/31/25,Non-Displacement,2025/08/07 20:56:00+00,"327 West 132nd St, Los Angeles, CA, 90061","327 W 132nd St, Broadway to Figueroa St",2,SPA 6,Unincorporated - Willowbrook,no,10,2025/10/28 15:00:00+00,yes,40,2025/10/31 19:00:00+00,d7793558-c534-4140-be6a-414222cab0f8
-118.455128561465,34.2098080332983,3647,Request Completed,08/12/25,Immediate Action,2025/08/07 21:43:00+00,"14761 Lull St, Van Nuys, CA, 91405","Pacoima Wash,left (east) bank, downstream (south) of Keswick St.",3,SPA 2,Los Angeles - Van Nuys,no,7,2025/08/12 15:00:00+00,yes,50,2025/08/12 19:00:00+00,39e3aa2c-3768-472b-b59a-876aa11da982
-117.972948085609,34.0195571026099,3648,Request Completed,09/09/25,Non-Displacement,2025/08/08 16:32:00+00,"15135 Salt Lake Avenue, La Puente, CA, 91746",Across 15135 Salt Lake Ave under wash bridge. ,1,SPA 3,Unincorporated - Hacienda Heights,yes,4,2025/09/09 15:00:00+00,yes,20,2025/09/09 19:00:00+00,4f043d32-e513-4c9f-9383-e067523c36b4
-118.586872536787,34.1950612049833,3649,Request Completed,08/14/25,Immediate Action,2025/08/08 16:19:00+00,"6830 De Soto Avenue, Winnetka, CA, 91306","Kelvin Drain, right (east) bank, downstream of De Soto approximately 800 feet and upstream (west)of Mason av.",3,SPA 2,Los Angeles - Winnetka,yes,3,2025/08/14 15:00:00+00,yes,2,2025/08/14 19:00:00+00,4542c410-70fd-4459-b788-eadd7d4b0274
-117.90064394483,33.9891257230451,3650,Request Completed,09/10/25,Non-Displacement,2025/08/08 17:13:00+00,"18514 Rio Seco Drive, Rowland Heights, CA","18514 Rio Seco Dr, PEH on Parkway/Roadway",1,SPA 3,Unincorporated - Rowland Heights,yes,1,2025/09/09 15:00:00+00,prev_approved_activity_not_required,0,2025/09/10 19:00:00+00,1e9fdd54-e3ad-49b0-b258-b10a73c030fa
-118.251866644524,33.9240228815925,3651,Request Completed,09/24/25,Full Encampment Protocol,2025/08/08 20:00:00+00,"1305 East 120th St, Los Angeles, CA, 90059","*REPEAT MAINTENANCE CLEANUP*Imperial highway to south of 120th towards El Segundo. 
Last cleanup: 7/22/25",2,SPA 6,Unincorporated - Willowbrook,no,5,2025/09/24 15:00:00+00,yes,70,2025/09/24 19:00:00+00,c2bfca63-1de7-4d69-86de-5513486b7806
-118.455563112158,34.2132214193228,3652,Request Completed,08/18/25,Immediate Action,2025/08/12 21:51:00+00,"14819 Cabrito Road, Panorama City, CA, 91402","Project 85 Channel, left (north) bank, upstream (west) of Willis Ave. ",3,SPA 2,Los Angeles - Panorama City,no,7,2025/08/18 15:00:00+00,yes,30,2025/08/18 19:00:00+00,f7f715e2-e243-45d1-bcb5-36387426ae75
-118.028841302007,34.0393186964373,3653,Request Completed,08/20/25,Immediate Action,2025/08/12 23:34:00+00,"11526 Thienes Avenue, South El Monte, CA, 91733","*Repeat Maintenance Cleanup* San Gabriel River - San Jose Creek Confluence to Valley Blvd. Soft Bottom Invert, outlets, and embankment encampments are at high risk of flooding and are also obstructing vegetation clearing maintenance work. Access road encampments blocking emergency and maintenance vehicular access. Previously cleaned up on 07/22-07/23/25.",1,SPA 3,City of South El Monte,no,10,,yes,81,2025/08/20 19:00:00+00,7006ff0a-aa20-4aff-8a2e-5f200ecd17dd
-118.284188804033,33.8446037331878,3654,Request Completed,09/10/25,Immediate Action,2025/08/13 21:29:00+00,"20614 South Figueroa St, Carson, CA, 90745",Figueroa and BI 1153 right bank right of way entrance. ,2,SPA 8,City of Carson,yes,1,,prev_approved_activity_not_required,,2025/09/10 19:00:00+00,422e9cd9-e29e-4203-bfe5-973828dd3242
-117.998712853512,33.9367223316463,3655,Request Completed,02/18/26,Immediate Action,2025/08/13 22:12:00+00,"15602 Yermo St, Whittier, CA, 90603","Behind 15602 Yermo St. Whittier CA. Enter on Kibbee Ave and Leffingwell Creek, PD 0040.
",4,SPA 7,City of Whittier,yes,2,2026/02/25 16:00:00+00,yes,0,2026/02/18 20:00:00+00,b58ffbdc-0a5a-420d-83ad-851854bf7046
-118.221520947286,34.0831743843529,3656,Request Completed,Invalid Date,Immediate Action,2025/08/13 22:18:00+00,"475 West Avenue 26, Los Angeles, CA, 90065","Encampments are located on Arroyo Seco Channel invert, under Ave 26,and are blocking flowline and obstructing maintenance works.",1,SPA 4,Los Angeles - Lincoln Heights,yes,3,,yes,4,,6a31ff55-da90-4912-89d1-45728b575eb0
-118.215190451682,33.8566397689541,3657,Request Completed,10/23/25,Non-Displacement,2025/08/14 15:21:00+00,"19301 South Santa Fe Avenue, Compton, CA, 90221",19301 S Santa Fe Ave. PEH from Del Amo to Santa Fe both east and west side. ,2,SPA 8,Unincorporated - Rancho Dominguez,no,40,2025/10/21 15:00:00+00,yes,200,2025/10/23 19:00:00+00,da7d4d44-4051-4309-acc3-fc59234dab44
-118.224289101962,33.9126017998919,3658,Request Completed,08/26/25,Non-Displacement,2025/08/14 17:03:00+00,"2601 East 132nd St, Compton, CA, 90222","2604 E 132nd St, PEH in the alley behind  address. ",2,SPA 6,Unincorporated - Willowbrook,yes,1,2025/08/26 15:00:00+00,yes,10,2025/08/26 19:00:00+00,5be5f374-29cc-48d8-b8c2-c44b7fdf3a5c
-118.188346568589,34.0510338731381,3659,Request Completed,09/17/25,Non-Displacement,2025/08/15 15:21:00+00,"3508 Pomeroy St, Los Angeles, CA, 90063",Located at the bus stop on Pomeroy 25 feet east of City Terrace.,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,yes,2,2025/09/17 19:00:00+00,a58b494d-f1ec-4758-9101-19282f119174
-118.189835992609,34.0189887944256,3660,Request Completed,09/10/25,Non-Displacement,2025/08/15 16:58:00+00,"3975 East Olympic Boulevard, Los Angeles, CA, 90023",Olympic between Ditman and Hicks,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,prev_approved_activity_not_required,0,2025/09/10 19:00:00+00,64391dd5-79b9-4eaa-9d56-325808f2680c
-118.270265422856,33.916534082991,3661,Request Completed,10/30/25,Non-Displacement,2025/08/15 17:48:00+00,"243 East El Segundo Boulevard, Los Angeles, CA, 90061",245 E El Segundo blvd. PEH at bus stop. ,2,SPA 6,Unincorporated - Athens Village,yes,3,2025/10/28 15:00:00+00,yes,5,2025/10/30 19:00:00+00,fb6d0f57-d90b-4875-aaa6-5460035f0cb7
-118.178685243068,34.0343713267673,3662,Request Completed,08/19/25,Non-Displacement,2025/08/15 18:21:00+00,"159 South Sunol Drive, Los Angeles, CA, 90063",Sunol North of 3rd street.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/09/02 15:00:00+00,prev_approved_activity_not_required,0,2025/08/19 19:00:00+00,f245e5b0-7ab7-4e21-a503-5e1d02719f65
-118.182207535057,34.0578233188889,3663,Request Completed,12/10/25,Non-Displacement,2025/08/15 19:18:00+00,"3900 East Whiteside St, Los Angeles, CA, 90063",Whiteside East of Bonnie Beach,1,SPA 4,Unincorporated - East Los Angeles,yes,2,2025/09/16 15:00:00+00,yes,5,2025/12/10 20:00:00+00,4cdbd5d2-f163-4a3f-909d-60e27969eb68
-118.191227225119,34.0550138181764,3664,Request Completed,09/17/25,Non-Displacement,2025/08/15 19:32:00+00,"3238 Marengo St, Los Angeles, CA, 90063",Marengo west of Ditman,1,SPA 7,Unincorporated - East Los Angeles,no,5,2025/09/16 15:00:00+00,yes,20,2025/09/17 19:00:00+00,9abc7ee1-d34a-4063-ba4e-e5846336f3e3
-118.248079698629,33.9680684963517,3665,Request Completed,11/13/25,Non-Displacement,2025/08/15 20:22:00+00,"7779 Compton Avenue, Los Angeles, CA, 90001","7779 Compton Ave, PEH on 78th St. ",2,SPA 6,Unincorporated - Florence-Firestone,yes,1,2025/11/11 16:00:00+00,yes,30,2025/11/13 20:00:00+00,ba5421c8-64b8-41c0-8d4c-310ea626c8da
-118.24621725694,33.9607258141305,3666,Request Completed,11/13/25,Non-Displacement,2025/08/15 20:49:00+00,"1542 East 85th St, Los Angeles, CA, 90001","1601 Firestone blvd, PEH on Miramonte Blvd between Firestone and 85th St. ",2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2025/11/11 16:00:00+00,yes,5,2025/11/13 20:00:00+00,b4f502db-7fb2-416a-a20e-effd34376681
-118.075373356569,33.8368104412095,3667,Request Completed,09/04/25,Full Encampment Protocol,2025/08/15 15:00:00+00,"12024 Centralia Road, Hawaiian Gardens, CA, 90716","Channel BI 0021behind St Peters Church at 12001 214th St Hawaiian Gardens
Last cleanup: 3/27/25, 4/18/25, 7/31/25",4,SPA 7,City of Hawaiian Gardens,yes,2,2025/09/04 15:00:00+00,yes,30,2025/09/04 19:00:00+00,6699cf09-91da-493f-8203-9fea596a2395
-117.912795782846,34.0091934317516,3668,Request Completed,08/22/25,Immediate Action,2025/08/15 21:23:00+00,"17846 Hurley St, La Puente, CA, 91744",Encampment is located on FCD property adjacent to 17846 Hurley St and is obstructing routine maintenance works.,1,SPA 3,Unincorporated - San Jose Hills,yes,1,,yes,3,2025/08/22 19:00:00+00,98112dd2-ea63-4cce-8318-4442d8079093
-118.132083898445,33.8106412676612,3669,Request Completed,09/16/25,Full Encampment Protocol,2025/08/15 21:50:00+00,2950 Clark Ave Long Beach Ca 90815,BI 9 Unit 3 line A (Los Cerritos Channel)from Clark Ave to Sterns St.,4,SPA 8,City of Long Beach,no,10,2025/09/16 14:30:00+00,yes,23,2025/09/16 19:00:00+00,ab72ec97-4966-4fb8-866d-68083925ab2c
-117.904330637861,33.9930695985916,3670,Request Completed,Invalid Date,Immediate Action,2025/08/19 17:08:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 8/8/25.",1,SPA 3,City of Industry,yes,2,,yes,20,,bb387c89-51a9-41b2-8e9b-33487f17a0c0
-118.048618076314,33.9492257075833,3671,Request Completed,09/30/25,Immediate Action,2025/08/19 18:30:00+00,"9808 Du Page Avenue, Whittier, CA, 90605","*REPEAT MAINTANANCE CLEANUP*
BI 15 - A-2 - Sorenson Ave
Last cleanup: 7/30/25",4,SPA 7,City of Santa Fe Springs,yes,1,2025/09/30 15:00:00+00,yes,120,2025/09/30 19:00:00+00,4cb38a37-c781-4046-8dc6-fb2d21626bf6
-118.165334399986,34.021556999996,3672,Request Completed,08/26/25,Non-Displacement,2025/08/19 19:31:00+00,"922 South Fetterly Avenue, Los Angeles, CA, 90022",Kern parking lot south of Whittier,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/08/26 15:00:00+00,yes,10,2025/08/26 19:00:00+00,1b92ee14-f827-4b9b-b53f-0262c107232f
-118.156790899988,34.0219014999965,3673,Request Completed,09/10/25,Non-Displacement,2025/08/19 19:45:00+00,"722 South Atlantic Boulevard, Los Angeles, CA, 90022",726 Atlantic Blvd south of Hubbard,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,prev_approved_activity_not_required,0,2025/09/10 19:00:00+00,2a773e18-54db-40c2-a3dd-8c6e0cb13161
-118.503033937328,34.2225691470694,3674,Request Completed,08/28/25,Immediate Action,2025/08/20 20:35:00+00,"8351 Balboa Boulevard, Northridge, CA, 91325","Multiple Encampments: (1) Bull Creek, left (east) bank, downstream (south) of Parthenia St @ RR tracks; (2) Bull Creek under Roscoe Blvd; (3) Project 5226 @ Roscoe Blvd & RR tracks",3,SPA 2,Los Angeles - Northridge,no,9,2025/08/28 15:00:00+00,yes,15,2025/08/28 19:00:00+00,66dd1be2-3d79-4139-ad9f-636bf31613b9
-118.119606575802,33.9744193008897,3675,Request Completed,08/29/25,Immediate Action,2025/08/20 20:30:00+00,"8200 Slauson Avenue, Pico Rivera, CA","8200 Slauson Ave Pico Rivera
Rio Hondo Channel",4,SPA 7,City of Pico Rivera,yes,1,2025/08/29 15:00:00+00,yes,25,2025/08/29 19:00:00+00,1a0f5cfe-500e-42a1-8c51-e96c9b0ed66e
-118.455741088815,34.2132302599425,3676,Request Completed,,Immediate Action,2025/08/20 22:09:00+00,"14819 Cabrito Road, Panorama City, CA, 91402","Project 85 Channel, left (north) bank, upstream (west) of Willis Ave.",3,SPA 2,Los Angeles - Panorama City,no,7,2025/08/22 15:00:00+00,yes,20,2025/08/22 19:00:00+00,32ce0fd8-7205-4f81-a968-2142d15254ee
-118.214255949506,33.8783402922226,3677,Approved by CEO-HI,,Immediate Action,2025/08/20 23:04:00+00,"S Tartar Ln, Compton, CA, 90221, USA",Compton Creek East branch at Atresia heading north to Santa Fe,2,SPA 6,City of Compton,no,9,2026/02/24 16:00:00+00,,,,3da286fc-624a-41be-a894-db3c13abfa47
-117.982055999986,34.1212449999959,3678,Request Completed,Invalid Date,Immediate Action,2025/08/21 17:26:00+00,"2409 Tifal Avenue Duarte, CA, 91010","Encampment is located on Buena Vista Channel invert, near 2399 Miguel Miranda Ave, Irwindale, in a flood hazard area and is blocking flowline.",1,SPA 3,City of Irwindale,yes,1,,yes,1,,39c56b9f-cbe3-48f0-89b5-9777ffb832fb
-118.530803414113,34.1684667136526,3679,Request Completed,09/10/25,Immediate Action,2025/08/21 21:04:00+00,"5355 Etiwanda Avenue, Tarzana, CA, 91356","Caballero Creek, left (west) bank, downstream (north) of Ventura Blvd, across from 5367 Etiwanda Avenue",3,SPA 2,Los Angeles - Tarzana,yes,3,2025/09/10 15:00:00+00,yes,1,2025/09/10 19:00:00+00,045362ff-3726-42cf-903b-a15179cc5936
-118.205899244501,33.8317448901511,3680,Request Completed,09/09/25,Full Encampment Protocol,2025/08/22 20:47:00+00,"900 West Carson St Long Beach, CA, 90810","Nearest address, 900 W. Carson St. Long Beach.
E. Dominguez Gap Wetlands, from Del Amo Blvd, south to Metro line.
W. Dominguez Gap Wetlands, From Metro line to 405 Fwy.",4,SPA 8,City of Long Beach,no,20,2025/09/09 15:00:00+00,yes,51,2025/09/09 19:00:00+00,bb09eba6-5723-43bc-804a-2a58c8ee4cbf
-118.162467237853,33.9482277558539,3681,Request Completed,,Immediate Action,2025/08/22 21:46:00+00,"5860 Firestone Boulevard, South Gate, CA, 90280","Rio Hondo Channel - from Firestone Blvd to the Confluence of Los Angeles River
. Last Cleanup: 8/6/25",4,SPA 7,City of South Gate,no,10,2025/09/15 15:00:00+00,yes,100,2025/09/15 19:00:00+00,2a554e15-1ff8-4b58-82ec-f54e86370016
-118.426604411214,34.2014889578638,3682,Request Completed,08/28/25,Immediate Action,2025/08/25 16:47:00+00,"13457 Sherman Way, North Hollywood, CA, 91605","Tujunga Wash, left (east) bank, upstream (north) of Sherman Way.",3,SPA 2,Los Angeles - North Hollywood,yes,2,2025/08/28 15:00:00+00,yes,15,2025/08/28 19:00:00+00,e2c4b44f-1f12-43f9-b5ff-b1c4066f32e7
-118.400624598532,33.9994913569942,3683,Request Completed,02/10/26,Full Encampment Protocol,2025/08/26 21:39:00+00,"5166 Sepulveda Boulevard, Culver City, CA, 90230",from Overland Ave to Inglewood Blvd,2,SPA 5,City of Culver City,no,5,2026/02/10 16:00:00+00,yes,40,2026/02/10 20:00:00+00,560fd901-2547-4490-80f1-5bd0eba6c6ee
-118.247541689771,33.9855537860795,3684,Request Completed,11/13/25,Non-Displacement,2025/08/28 13:19:00+00,"6000 Compton Avenue, Los Angeles, CA, 90001","6000 Compton Ave, PEH in alley behind given address. ",2,SPA 7,Unincorporated - Florence-Firestone,yes,2,2025/11/11 16:00:00+00,yes,40,2025/11/13 20:00:00+00,06ea743d-7129-4906-8b78-b72096061229
-117.917762264008,34.1068990011109,3685,Request Completed,10/28/25,Non-Displacement,2025/08/28 17:08:00+00,"16826 East Arrow Hwy, Covina, CA, 91722","16826 E Arrow Hwy, PEH under wash bridge west side. ",1,SPA 3,Unincorporated - Covina,yes,2,2025/10/28 15:00:00+00,yes,5,2025/10/28 19:00:00+00,763f1692-ccfa-461c-9a15-6af5f0fb72ba
-118.185830237438,34.0402778378027,3686,Request Completed,09/16/25,Non-Displacement,2025/08/28 18:03:00+00,"3630 East Cesar E Chavez Avenue, Los Angeles, CA, 90063",3700 E Cesar Chavez Ave cross St Eastman Ave. PEH on Eastman Ave side. ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,yes,20,2025/09/16 19:00:00+00,7051e7e8-cb08-4f16-8aef-668ff1d894d5
-118.188541725646,33.8790345839882,3687,Request Completed,10/17/25,Full Encampment Protocol,2025/08/28 18:45:00+00,"6840 Atlantic Avenue, Long Beach, CA, 90805",Multiple locations from Ocean Blvd to Greenleaf Blvd on both sides of the channel.,4,SPA 8,City of Long Beach,no,10,2025/10/07 15:00:00+00,yes,715,2025/10/17 19:00:00+00,aa60e15d-376f-4179-8350-b0bc1f9c73d7
-118.172805095186,34.0238182945448,3688,Request Completed,09/03/25,Non-Displacement,2025/08/28 20:55:00+00,"4433 Whittier Boulevard, Los Angeles, CA, 90022",Whittier blvd under 710 fwy ,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/09/03 15:00:00+00,yes,20,2025/09/03 19:00:00+00,6ae0144d-5b7a-49ff-9788-b06f37b2d869
-118.023636675664,33.939266165397,3689,Request Completed,11/20/25,Immediate Action,2025/08/28 21:23:00+00,"14430 Mulberry Drive, Whittier, CA, 90604","Next to 14430 Mulberry Dr. Whittier CA. Between Mulberry Dr. and Broadway. DDI 0009, La Canada Verde Creek. ",4,SPA 7,Unincorporated - South Whittier,yes,4,2025/11/20 16:00:00+00,yes,13,2025/11/20 20:00:00+00,53b41ccf-d0c9-4eee-8013-8766e98b1012
-118.163594054156,34.0132875647678,3690,Request Completed,09/12/25,Non-Displacement,2025/08/29 14:21:00+00,"5013 Telegraph Road, East Los Angeles, CA","Alley behind 5013 Telegraph Rd, ",1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/12 22:32:00+00,prev_approved_activity_not_required,0,2025/09/12 19:00:00+00,a807ceb4-58f4-4f55-9f02-8830b4911c1c
-118.156190677795,34.0223983896458,3691,Request Completed,09/10/25,Non-Displacement,2025/08/29 15:45:00+00,"700 South Atlantic Boulevard, Los Angeles, CA, 90022","700 S Atlantic Blvd, PEH on Hubbard St. ",1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/09/16 15:00:00+00,yes,10,2025/09/10 19:00:00+00,c754b196-59ed-4c7d-9667-242d62b08dfa
